"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
392,"i911","Mobile-cellular subscriptions",,"count",7,"ZAF","South Africa","163.128",2021,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",7,"ZAF","South Africa","160.729",2022,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",7,"ZAF","South Africa","171.509",2023,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",7,"ZAF","South Africa","179.336",2024,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","0.159347",2000,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","0.447836",2001,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","0.807955",2002,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","1.95054",2003,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","3.9784",2004,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","8.35159",2005,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","15.2614",2006,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","23.8782",2007,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","31.3891",2008,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","36.1789",2009,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","40.3668",2010,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","49.8515",2011,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","50.7801",2012,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","50.7735",2013,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","51.7384",2014,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","49.3097",2015,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","44.5502",2016,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","44.0682",2017,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","42.4589",2018,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","45.8065",2019,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","43.7804",2020,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","44.3869",2021,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","66.6008",2022,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","70.052",2023,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",8,"AGO","Angola","69.7039",2024,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","19.3522",2000,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","15.455",2001,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","26.0289",2002,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","37.2831",2003,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","59.9022",2004,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","106.473",2005,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","137.53",2006,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","185.595",2007,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","205.462",2008,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","189.263",2009,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","192.544",2010,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","191.753",2011,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","195.082",2012,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","196.197",2013,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","189.38",2014,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","182.97",2015,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","175.403",2019,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","175.167",2020,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","179.62",2021,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",9,"AIA","Anguilla","182.44",2022,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","0.940923",2000,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","12.4732",2001,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","27.153",2002,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","35.278",2003,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","40.6495",2004,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","49.7453",2005,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","62.6026",2006,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","76.8284",2007,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","62.1342",2008,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","83.1929",2009,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","91.9299",2010,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","106.474",2011,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","120.275",2012,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","126.772",2013,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","115.701",2014,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","117.33",2015,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","116.284",2016,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","125.1",2017,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","93.8031",2018,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","91.1635",2019,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","91.1881",2020,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","92.4843",2021,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","98.395",2022,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","92.9973",2023,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",10,"ALB","Albania","89.1329",2024,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","0.278282",2000,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","0.31917",2001,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","1.41805",2002,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","4.49694",2003,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","14.9637",2004,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","41.2614",2005,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","62.4502",2006,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","80.6177",2007,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","77.6388",2008,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","92.2215",2009,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","90.5824",2010,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","96.5113",2011,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","99.6853",2012,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","102.871",2013,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","110.44",2014,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","108.016",2015,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","115.154",2016,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","109.97",2017,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","110.938",2018,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","104.922",2019,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","103.437",2020,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","105.037",2021,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","107.787",2022,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","111.606",2023,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",11,"DZA","Algeria","115.457",2024,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","35.8423",2000,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","44.6896",2001,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","49.3038",2002,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","74.6812",2003,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","78.5281",2004,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","83.3882",2005,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","86.7048",2006,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","77.559",2007,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","76.8932",2008,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","76.9466",2009,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","81.1526",2010,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","83.6224",2011,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
392,"i911","Mobile-cellular subscriptions",,"count",14,"AND","Andorra","83.1208",2012,"","","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
